ticker,company_name,exchange,source,active,notes
DTCX,Datacentrex,NASDAQ,opend_us,True,
DTDT,DT House,NASDAQ,opend_us,True,
DTE,DTE能源,NYSE,opend_us,True,
DTG,DTE ENERGY CO 4.375% JR SUB NTS 01/12/81 USD1000,NYSE,opend_us,True,
DTI,Drilling Tools International,NASDAQ,opend_us,True,
DTIL,Precision BioSciences,NASDAQ,opend_us,True,
DTK,DTE ENERGY CO 6.25% 2025 JR SUB DEB SER H 01/10/2085,NYSE,opend_us,True,
DTM,DT Midstream,NYSE,opend_us,True,
DTP,DTE ENERGY CO,NYSE,opend_us,True,
DTSQ,DT Cloud Star Acquisition Corp,NASDAQ,opend_us,True,
DTSQR,DT CLOUD STAR ACQUISITION CORP COM USD0.0001 (SUB/RIGHTS),NASDAQ,opend_us,True,
DTSQU,DT CLOUD STAR ACQUISITION CORP UNIT 1 ORD SH & RT CONSISTING 1/9 ORD SH,NASDAQ,opend_us,True,
DTSS,数海信息,NASDAQ,opend_us,True,
DTST,Data Storage,NASDAQ,opend_us,True,
DTW,DTE ENERGY CO 5.25% JR SUB DEBNTRS SR E 01/12/77 USD25,NYSE,opend_us,True,
DUK,杜克能源,NYSE,opend_us,True,
DUKB,DUKE ENERGY CORP 5.625%JNR SUBORD DEB DUE15/09/2078 USD25,NYSE,opend_us,True,
DUKR,Duke Robotics,NASDAQ,opend_us,True,
DUO,房多多,NASDAQ,opend_us,True,
DUOL,多邻国,NASDAQ,opend_us,True,
DUOT,Duos Technologies,NASDAQ,opend_us,True,
DV,DoubleVerify,NYSE,opend_us,True,
DVA,德维特,NYSE,opend_us,True,
DVLT,Datavault AI,NASDAQ,opend_us,True,
DVN,戴文能源,NYSE,opend_us,True,
DWSN,道森地探,NASDAQ,opend_us,True,
DWTX,Dogwood Therapeutics,NASDAQ,opend_us,True,
DXC,DXC Technology,NYSE,opend_us,True,
DXCM,德康医疗,NASDAQ,opend_us,True,
DXF,益生科技,AMEX,opend_us,True,
DXG,DeepGreenX (Direct Listing – NASDAQ),NASDAQ,opend_us,True,
DXLG,Destination XL Group,NASDAQ,opend_us,True,
DXPE,DXP Enterprises,NASDAQ,opend_us,True,
DXR,Daxor,NASDAQ,opend_us,True,
DXST,鼎信控股,NASDAQ,opend_us,True,
DXYZ,Destiny Tech100,NYSE,opend_us,True,
DY,戴康工业,NYSE,opend_us,True,
DYAI,Dyadic,NASDAQ,opend_us,True,
DYCQ,DT Cloud Acquisition Corporation(已退市),NASDAQ,opend_us,True,
DYCQR,DT CLOUD ACQUISITION CORPORATION COM USD0.0001(S/R 14/02/2029)(已退市),NASDAQ,opend_us,True,
DYCU,Dynacure,NASDAQ,opend_us,True,
DYN,戴纳基,NASDAQ,opend_us,True,
DYNC,Dynamix,NASDAQ,opend_us,True,
DYNCU,DYNAMIX CORP UNITS (25/10/2029)1 CLASS A & 1/2 RED WT,NASDAQ,opend_us,True,
DYOR,INSIGHT DIGITAL PARTNERS II,NASDAQ,opend_us,True,
DYORU,INSIGHT DIGITAL PARTNERS II UNIT (1 SHS CL A & 1/2 RED WT)28/10/2030,NASDAQ,opend_us,True,
E,埃尼石油,NYSE,opend_us,True,
EA,艺电,NASDAQ,opend_us,True,
EAF,GrafTech,NYSE,opend_us,True,
EAI,ENTERGY ARKANSAS LLC 4.875% NTS 01/09/66 USD25,NYSE,opend_us,True,
EAT,布林克国际,NYSE,opend_us,True,
EBAY,eBay,NASDAQ,opend_us,True,
EBC,Eastern Bankshares,NASDAQ,opend_us,True,
EBF,恩尼斯,NYSE,opend_us,True,
EBMT,Eagle Bancorp Montana,NASDAQ,opend_us,True,
EBON,亿邦国际,NASDAQ,opend_us,True,
EBS,Emergent BioSolutions,NYSE,opend_us,True,
EC,哥伦比亚国家石油,NYSE,opend_us,True,
ECBK,ECB Bancorp,NASDAQ,opend_us,True,
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,NYSE,opend_us,True,
ECCC,EAGLE POINT CREDIT CO 6.50% SERIES C TERM PREF SHS DUE 2031,NYSE,opend_us,True,
ECCU,EAGLE POINT CREDIT CO 7.75% NOTES DUE 2030,NYSE,opend_us,True,
ECCV,EAGLE POINT CREDIT CO 5.375% NOTES DUE 31/01/2029 USD25,NYSE,opend_us,True,
ECG,Everus Construction,NYSE,opend_us,True,
ECL,艺康集团,NYSE,opend_us,True,
ECO,Okeanis Eco Tankers,NYSE,opend_us,True,
ECOR,electroCore,NASDAQ,opend_us,True,
ECPG,安可资本,NASDAQ,opend_us,True,
ECVT,Ecovyst,NYSE,opend_us,True,
ECX,亿咖通,NASDAQ,opend_us,True,
ED,爱迪生联合电气,NYSE,opend_us,True,
EDBL,Edible Garden,NASDAQ,opend_us,True,
EDHL,Everbright Digital,NASDAQ,opend_us,True,
EDIT,Editas Medicine,NASDAQ,opend_us,True,
EDN,阿根廷北方电力公司,NYSE,opend_us,True,
EDRY,EuroDry,NASDAQ,opend_us,True,
EDSA,Edesa Biotech,NASDAQ,opend_us,True,
EDTK,王道科技,NASDAQ,opend_us,True,
EDU,新东方,NYSE,opend_us,True,
EDUC,EDC Publishing,NASDAQ,opend_us,True,
EE,Excelerate Energy,NYSE,opend_us,True,
EEFT,嘉银通,NASDAQ,opend_us,True,
EEIQ,EpicQuest Education,NASDAQ,opend_us,True,
EEX,Emerald,NYSE,opend_us,True,
EFOI,Energy Focus,NASDAQ,opend_us,True,
EFOR,Everforth,NYSE,opend_us,True,
EFSC,Enterprise Financial Services,NASDAQ,opend_us,True,
EFSCP,ENTERPRISE FINANCIAL SERVICES CORP 5% DEP SH REP NON CUM PERP PFD SER A,NASDAQ,opend_us,True,
EFSH,1847 Holdings,AMEX,opend_us,True,
EFSI,Eagle Financial Services,NASDAQ,opend_us,True,
EFTY,ETOILES CAPITAL GROUP CO LTD,NASDAQ,opend_us,True,
EFX,艾可菲,NYSE,opend_us,True,
EFXT,Enerflex,NYSE,opend_us,True,
EG,Everest Group,NYSE,opend_us,True,
EGAN,eGain,NASDAQ,opend_us,True,
EGBN,伊格尔合众银行,NASDAQ,opend_us,True,
EGG,Enigmatig Ltd,AMEX,opend_us,True,
EGHA,EGH ACQUISITION CORP,NASDAQ,opend_us,True,
EGHAR,EGH ACQUISITION CORP COM USD0.0001(S/R),NASDAQ,opend_us,True,
EGHAU,EGH ACQUISITION CORP UNITS 1 CL A ORD SH & 1 RT,NASDAQ,opend_us,True,
EGHT,8x8,NASDAQ,opend_us,True,
EGO,埃氏金业,NYSE,opend_us,True,
EGY,瓦可能源,NYSE,opend_us,True,
EH,亿航智能,NASDAQ,opend_us,True,
EHAB,Enhabit(已退市),NYSE,opend_us,True,
EHC,Encompass Health,NYSE,opend_us,True,
EHGO,君长数码,NASDAQ,opend_us,True,
EHLD,Euroholdings,NASDAQ,opend_us,True,
EHTH,易康,NASDAQ,opend_us,True,
EICA,EAGLE POINT INCOME COMPANY INC 5% SER A TERM PREFERRED STK DUE OCT 2026,NYSE,opend_us,True,
EIG,Employers,NYSE,opend_us,True,
EIIA,EAGLE POINT INSTITUTIONAL INCOME FD 8.125% SERIES A TERM PREFERRED SHARES,NYSE,opend_us,True,
EIKN,Eikon Therapeutics,NASDAQ,opend_us,True,
EIX,爱迪生国际,NYSE,opend_us,True,
EJH,e家快服,NASDAQ,opend_us,True,
EL,雅诗兰黛,NYSE,opend_us,True,
ELA,Envela,AMEX,opend_us,True,
ELAB,PMGC Holdings,NASDAQ,opend_us,True,
ELAN,Elanco Animal Health,NYSE,opend_us,True,
ELBM,Electra Battery Materials,NASDAQ,opend_us,True,
ELC,ENTERGY LOUISIANA LLC 4.875% BDS 01/09/66 USD25,NYSE,opend_us,True,
ELCG,ELC Group,NASDAQ,opend_us,True,
ELDN,Eledon Pharmaceuticals,NASDAQ,opend_us,True,
ELE,Elemental Royalty,NASDAQ,opend_us,True,
ELEP,Elephant Oil,NASDAQ,opend_us,True,
ELF,e.l.f. Beauty,NYSE,opend_us,True,
ELGP,Elate Group,NASDAQ,opend_us,True,
ELLA,ELLINGTON CREDIT COMPANY 8.5% BDS 30/03/31 USD25,NYSE,opend_us,True,
ELLO,Ellomay Capital,AMEX,opend_us,True,
ELMD,Electromed,AMEX,opend_us,True,
ELMT,Elmet Group,NASDAQ,opend_us,True,
ELOG,东源全球股份,NASDAQ,opend_us,True,
ELPC,Energy Company of Paraná - Common,NYSE,opend_us,True,
ELPW,Elong Power,NASDAQ,opend_us,True,
ELSE,伊莱克森,NASDAQ,opend_us,True,
ELTK,Eltek,NASDAQ,opend_us,True,
ELTX,Elicio Therapeutics,NASDAQ,opend_us,True,
ELUT,Elutia,NASDAQ,opend_us,True,
ELV,Elevance Health,NYSE,opend_us,True,
ELVA,Electrovaya,NASDAQ,opend_us,True,
ELVN,Enliven Therapeutics,NASDAQ,opend_us,True,
ELVR,Elevra Lithium,NASDAQ,opend_us,True,
ELWT,Elauwit Connection,NASDAQ,opend_us,True,
EMA,Emera,NYSE,opend_us,True,
EMAT,Evolution Metals & Technologie,NASDAQ,opend_us,True,
EMBC,Embecta,NASDAQ,opend_us,True,
EMBJ,巴西航空工业,NYSE,opend_us,True,
EME,EMCOR Group,NYSE,opend_us,True,
EMI,"Encore Medical, Inc.",NYSE,opend_us,True,
EMIS,Emmis Acquisition Corp,NASDAQ,opend_us,True,
EMISR,EMMIS ACQUISITION CORP. ORD USD0.0001 (S/R 12/09/2030),NASDAQ,opend_us,True,
EML,The Eastern,NASDAQ,opend_us,True,
EMN,伊士曼化工,NYSE,opend_us,True,
EMP,ENTERGY MISSISSIPPI LLC 4.9% SER FIRST MRTG BDS 01/10/2066 USD25,NYSE,opend_us,True,
EMPD,Empery Digital,NASDAQ,opend_us,True,
EMPG,Empro,NASDAQ,opend_us,True,
EMR,艾默生电气,NYSE,opend_us,True,
ENB,恩桥,NYSE,opend_us,True,
ENBA,Enbridge Inc.,NYSE,opend_us,True,
ENGN,enGene Therapeutics,NASDAQ,opend_us,True,
ENGS,Energys Group,NASDAQ,opend_us,True,
ENHA,Enhanced Group,NYSE,opend_us,True,
ENIC,Enel Chile,NYSE,opend_us,True,
ENJ,ENTERGY NEW ORLEANS LLC 5% SR DUE 1ST MTG BD 01/12/2052 USD25,NYSE,opend_us,True,
ENLT,Enlight Renewable Energy,NASDAQ,opend_us,True,
ENLV,Enlivex,NASDAQ,opend_us,True,
ENO,ENTERGY NEW ORLEANS LLC 5.5% 1ST MTG BDS 01/04/2066 USD25,NYSE,opend_us,True,
ENOV,Enovis Corp,NYSE,opend_us,True,
ENPH,Enphase Energy,NASDAQ,opend_us,True,
ENR,劲量控股,NYSE,opend_us,True,
ENS,艾诺斯,NYSE,opend_us,True,
ENSB,Ensemble Health Partners,NASDAQ,opend_us,True,
ENSC,Ensysce Biosciences,NASDAQ,opend_us,True,
ENSG,恩赛因,NASDAQ,opend_us,True,
ENTA,Enanta Pharmaceuticals,NASDAQ,opend_us,True,
ENTG,英特格,NASDAQ,opend_us,True,
ENTX,Entera Bio,NASDAQ,opend_us,True,
ENVA,易诺华,NYSE,opend_us,True,
ENVB,Enveric Biosciences,NASDAQ,opend_us,True,
ENVX,Enovix,NASDAQ,opend_us,True,
EOG,EOG能源,NYSE,opend_us,True,
EOLS,Evolus,NASDAQ,opend_us,True,
EONR,EON Resources,AMEX,opend_us,True,
EOSE,Eos Energy,NASDAQ,opend_us,True,
EP,Empire Petroleum,AMEX,opend_us,True,
EPAC,Enerpac Tool,NYSE,opend_us,True,
EPAM,EPAM Systems,NYSE,opend_us,True,
EPC,Edgewell Personal Care,NYSE,opend_us,True,
EPD,Enterprise Products,NYSE,opend_us,True,
EPM,Evolution Petroleum,AMEX,opend_us,True,
EPOW,晖阳新能源,NASDAQ,opend_us,True,
EPRX,Eupraxia Pharmaceuticals,NASDAQ,opend_us,True,
EPSM,Epsium Enterprise,NASDAQ,opend_us,True,
EPSN,Epsilon Energy,NASDAQ,opend_us,True,
EQ,Equillium,NASDAQ,opend_us,True,
EQBK,Equity Bancshares,NYSE,opend_us,True,
EQH,Equitable,NYSE,opend_us,True,
EQNR,Equinor,NYSE,opend_us,True,
EQPT,EquipmentShare.com,NASDAQ,opend_us,True,
EQS,Equus Total Return,NYSE,opend_us,True,
EQT,EQT能源,NYSE,opend_us,True,
EQVU,EQV Ventures Acquisition Corp,NYSE,opend_us,True,
EQX,Equinox Gold,AMEX,opend_us,True,
ERAS,Erasca,NASDAQ,opend_us,True,
ERIC,爱立信,NASDAQ,opend_us,True,
ERIE,伊瑞保险,NASDAQ,opend_us,True,
ERII,Energy Recovery,NASDAQ,opend_us,True,
ERNA,Eterna Therapeutics,NASDAQ,opend_us,True,
ERO,Ero Copper,NYSE,opend_us,True,
EROC,"ERock, Inc.",NYSE,opend_us,True,
EROK,EAGLEROCK LAND LLC,NYSE,opend_us,True,
ES,Eversource Energy,NYSE,opend_us,True,
ESAB,ESAB Corp,NYSE,opend_us,True,
ESBA,Empire State Realty OP-ES,AMEX,opend_us,True,
ESCA,Escalade,NASDAQ,opend_us,True,
ESE,ESCO科技,NYSE,opend_us,True,
ESEA,Euroseas,NASDAQ,opend_us,True,
ESGRO,ENSTAR GROUP LIMITED 7% DEP SHS ECH RP 1/1000 NONCUM PRF SR E,NASDAQ,opend_us,True,
ESGRP,ENSTAR GROUP LIMITED PERPTUL NON CUM PFD SHARES SERIES D,NASDAQ,opend_us,True,
ESHU,ESH Acquisition Corp.,NASDAQ,opend_us,True,
ESI,Element Solutions,NYSE,opend_us,True,
ESLA,Estrella Immunopharma,NASDAQ,opend_us,True,
ESLT,埃尔比特系统,NASDAQ,opend_us,True,
ESNT,Essent,NYSE,opend_us,True,
ESOA,Energy Services of America,NASDAQ,opend_us,True,
ESP,Espey Manufacturing & Electronics,AMEX,opend_us,True,
ESPR,Esperion Therapeutics,NASDAQ,opend_us,True,
ESQ,Esquire Financial,NASDAQ,opend_us,True,
ESTA,Establishment Labs,NASDAQ,opend_us,True,
ESTC,Elastic,NYSE,opend_us,True,
ET,Energy Transfer,NYSE,opend_us,True,
ETD,伊森艾伦,NYSE,opend_us,True,
ETN,伊顿,NYSE,opend_us,True,
ETON,Eton Pharmaceutical,NASDAQ,opend_us,True,
ETOR,eToro Group,NASDAQ,opend_us,True,
ETR,安特吉,NYSE,opend_us,True,
ETS,Elite Express Holding,NASDAQ,opend_us,True,
ETSS,ENERGY TRANSITION SPECIAL OPPORTUNI,NYSE,opend_us,True,
ETSY,Etsy Inc,NYSE,opend_us,True,
EU,Encore Energy,NASDAQ,opend_us,True,
EUDA,EUDA Health,NASDAQ,opend_us,True,
EURK,EUREKA ACQUISITION CORP,NASDAQ,opend_us,True,
EURKR,EUREKA ACQUISITION CORP COM USD0.0001 A (SUBS/RTS 03/07/2026),NASDAQ,opend_us,True,
EURKU,EUREKA ACQUISITION CORP UNIT 1 ORD SHS & 1 RT,NASDAQ,opend_us,True,
EVAC,EQV VENTURES ACQUISITION CORP. II,NYSE,opend_us,True,
EVACU,EQV Ventures Acquisition Corp. II,NYSE,opend_us,True,
EVAX,Evaxion A/S,NASDAQ,opend_us,True,
EVC,超视野传播,NYSE,opend_us,True,
EVCM,EverCommerce,NASDAQ,opend_us,True,
EVER,EverQuote,NASDAQ,opend_us,True,
EVEX,Eve Holding,NYSE,opend_us,True,
EVGN,Evogene,NASDAQ,opend_us,True,
EVGO,EVgo Inc,NASDAQ,opend_us,True,
EVH,Evolent Health,NYSE,opend_us,True,
EVI,EVI Industries,AMEX,opend_us,True,
EVLV,Evolv Technologies,NASDAQ,opend_us,True,
EVMN,Evommune,NYSE,opend_us,True,
EVO,Evotec,NASDAQ,opend_us,True,
EVOX,EVOLUTION GLOBAL ACQUISITION CORP,NASDAQ,opend_us,True,
EVOXU,EVOLUTION GLOBAL ACQUISITION CORP UNIT (1 CL A ORD & 1/2 RED WAR)22/10/30,NASDAQ,opend_us,True,
EVR,Evercore,NYSE,opend_us,True,
EVRG,西星能源,NASDAQ,opend_us,True,
EVTC,Evertec,NYSE,opend_us,True,
EVTL,Vertical Aerospace,NYSE,opend_us,True,
EVTV,Envirotech Vehicles,NASDAQ,opend_us,True,
EW,爱德华生命科学,NYSE,opend_us,True,
EWBC,华美银行,NASDAQ,opend_us,True,
EWTX,Edgewise Therapeutics,NASDAQ,opend_us,True,
EXAS,精密科学,NASDAQ,opend_us,True,
EXC,爱克斯龙电力,NASDAQ,opend_us,True,
EXE,Expand Energy,NASDAQ,opend_us,True,
EXEL,伊克力西斯,NASDAQ,opend_us,True,
EXFY,Expensify,NASDAQ,opend_us,True,
EXK,Endeavour Silver,NYSE,opend_us,True,
EXLS,伊克赛尔服务,NASDAQ,opend_us,True,
EXOD,Exodus Movement,AMEX,opend_us,True,
EXOZ,eXoZymes,NASDAQ,opend_us,True,
EXP,Eagle Materials,NYSE,opend_us,True,
EXPD,康捷国际物流,NYSE,opend_us,True,
EXPE,Expedia,NASDAQ,opend_us,True,
EXPO,毅博科技咨询,NASDAQ,opend_us,True,
EXTO.WI,ALMACENES EXITO SA SPON ADS EACH REPR 8 COM SH WI,NYSE,opend_us,True,
EXTR,极速网络,NASDAQ,opend_us,True,
EXYN,Exyn Technologies,NASDAQ,opend_us,True,
EYE,National Vision,NASDAQ,opend_us,True,
EYPT,EyePoint,NASDAQ,opend_us,True,
EZGO,易电行,NASDAQ,opend_us,True,
EZPW,艾茨克普,NASDAQ,opend_us,True,
EZRA,Reliance Global,NASDAQ,opend_us,True,
F,福特汽车,NYSE,opend_us,True,
FA,First Advantage,NASDAQ,opend_us,True,
FABC,Fabric.AI,NASDAQ,opend_us,True,
FACT,FACT II Acquisition Corp,NASDAQ,opend_us,True,
FACTU,FACT II ACQUISITION CORP UNIT 1 ORD SHS CL A & 1/2 WT EXP,NASDAQ,opend_us,True,
FAF,First American Financial,NYSE,opend_us,True,
FAMI,农米良品,NASDAQ,opend_us,True,
FANG,Diamondback Energy,NASDAQ,opend_us,True,
FAST,快扣,NASDAQ,opend_us,True,
FATE,Fate Therapeutics,NASDAQ,opend_us,True,
FATN,FatPipe,NASDAQ,opend_us,True,
FBGL,FBS Global,NASDAQ,opend_us,True,
FBIN,Fortune Brands Innovations,NYSE,opend_us,True,
FBIO,Fortress Biotech,NASDAQ,opend_us,True,
FBIOP,FORTRESS BIOTECH INC 9.375% CUM RED PER PREF SER A USD25.00,NASDAQ,opend_us,True,
FBIZ,第一商业金融服务,NASDAQ,opend_us,True,
FBK,FB Financial,NYSE,opend_us,True,
FBLA,FB Bancorp,NASDAQ,opend_us,True,
FBLG,FibroBiologics,NASDAQ,opend_us,True,
FBNC,第一银行(北卡),NASDAQ,opend_us,True,
FBP,第一银行,NYSE,opend_us,True,
FBRX,Forte Biosciences,NASDAQ,opend_us,True,
FBYD,Falcon's Beyond Global,NASDAQ,opend_us,True,
FBYDP,FALCONS BEYOND GLOBAL INC CUM CONV PFD STK 11% SER B,NASDAQ,opend_us,True,
FC,富兰克林柯维,NYSE,opend_us,True,
FCAP,First Capital,NASDAQ,opend_us,True,
FCBC,第一社区银行股份,NASDAQ,opend_us,True,
FCCO,第一社区,NASDAQ,opend_us,True,
FCEL,燃料电池能源,NASDAQ,opend_us,True,
FCF,第一联邦金融,NYSE,opend_us,True,
FCFS,第一富金融服务,NASDAQ,opend_us,True,
FCHL,Fitness Champs,NASDAQ,opend_us,True,
FCN,FTI咨询,NYSE,opend_us,True,
FCNCA,第一公民银行股份,NASDAQ,opend_us,True,
FCNCN,FIRST CITIZENS BANCSHARES INC DEL DEP SH REPSTG 1/40TH NON CUM PFD E,NASDAQ,opend_us,True,
FCNCO,FIRST CITIZENS BANCSHARES INC DEL 5.625% NON-CUM PERPETUAL PFD STK SER C,NASDAQ,opend_us,True,
FCNCP,FIRST CITIZENS BANCSHARES INC DEL 5.375 DEP REP 1/40TH PFD SER A,NASDAQ,opend_us,True,
FCRS,FUTURECREST ACQUISITION CORP,NYSE,opend_us,True,
FCRSU,FutureCrest Acquisition Corp.,NASDAQ,opend_us,True,
FCRW,FIRST EAGLE ALTERNATIVE CAP BDC INC 6.125% NOTES DUE 30/10/2023,NYSE,opend_us,True,
FCRX,CRESCENT CAPITAL BDC INC 5.00% NOTES DUE 2026,NYSE,opend_us,True,
FCUV,Focus Universal,NASDAQ,opend_us,True,
FCX,麦克莫兰铜金,NYSE,opend_us,True,
FDBC,Fidelity D & D Bancorp,NASDAQ,opend_us,True,
FDMT,4D Molecular Therapeutics,NASDAQ,opend_us,True,
FDP,戴尔蒙特新鲜制造,NYSE,opend_us,True,
FDS,慧甚,NYSE,opend_us,True,
FDSB,Fifth District Bancorp,NASDAQ,opend_us,True,
FDUS,Fidus Investment,NASDAQ,opend_us,True,
FDUSG,FIDUS INVESTMENT CORPORATION 5.375% NOTES DUE 2024 USD25,NASDAQ,opend_us,True,
FDUSZ,Fidus Investment Corporation 6% Notes Due 15/02/2024,NASDAQ,opend_us,True,
FDX,联邦快递,NYSE,opend_us,True,
FDX.WI,FEDEX CORP,NYSE,opend_us,True,
FDXF,FEDEX FREIGHT HOLDING CO INC,NYSE,opend_us,True,
FDXF.WI,FEDEX FREIGHT HOLDING CO INC,NYSE,opend_us,True,
FE,第一能源,NYSE,opend_us,True,
FEAM,5E Advanced,NASDAQ,opend_us,True,
FEBO,晖宝控股,NASDAQ,opend_us,True,
FEDU,四季教育,NYSE,opend_us,True,
FEED,ENvue Medical,NASDAQ,opend_us,True,
FEIM,高频电子,NASDAQ,opend_us,True,
FELE,富兰克林电子,NASDAQ,opend_us,True,
FEMY,Femasys,NASDAQ,opend_us,True,
FENC,Fennec Pharmaceuticals,NASDAQ,opend_us,True,
FENG,凤凰新媒体,NYSE,opend_us,True,
FER,Ferrovial SE,NASDAQ,opend_us,True,
FERA,FIFTH ERA ACQUISITION CORPORATION I,NASDAQ,opend_us,True,
FERAR,FIFTH ERA ACQUISITION CORPORATION I ORD USD0.0001 CL A (SUB/RT)21/02/2030,NASDAQ,opend_us,True,
FERAU,FIFTH ERA ACQUISITION CORPORATION I UNIT 1 CLASS A & 1 RIGHT,NASDAQ,opend_us,True,
FERG,Ferguson,NYSE,opend_us,True,
FET,Forum Energy Technologies,NYSE,opend_us,True,
FF,FutureFuel,NYSE,opend_us,True,
FFAI,Faraday Future Intelligent Electric Inc.,NASDAQ,opend_us,True,
FFBC,第一金融银行,NASDAQ,opend_us,True,
FFIC,法拉盛金融(已退市),NASDAQ,opend_us,True,
FFIN,First Financial Bankshares,NASDAQ,opend_us,True,
FFIV,F5 Inc,NASDAQ,opend_us,True,
FFLY,Firefly Automatix,NASDAQ,opend_us,True,
FG,F&G Annuities & Life,NYSE,opend_us,True,
FG.WI,F&G ANNUITIES & LIFE INC,NYSE,opend_us,True,
FGBI,First Guaranty Bancshares,NASDAQ,opend_us,True,
FGBIP,FIRST GUARANTY BANCSHARES INC DEP SHS EACH REP 1/40TH SHS SER A USD25,NASDAQ,opend_us,True,
FGI,FGI Industries,NASDAQ,opend_us,True,
FGII,FG IMPERII ACQUISITION CORP,NASDAQ,opend_us,True,
FGIIU,FG IMPERII ACQUISITION CORP UNIT 1 CL A AND 0.5  RED WT(14/10/2030),NASDAQ,opend_us,True,
FGL,FOUNDER GROUP LIMITED,NASDAQ,opend_us,True,
FGMC,FG MERGER II CORP,NASDAQ,opend_us,True,
FGMCR,FG MERGER II CORP COM USD0.0001 11/02/2030 (SUBS/RTS),NASDAQ,opend_us,True,
FGMCU,FG MERGER II CORP UNIT 1 COM & 1 RT (11/02/2030),NASDAQ,opend_us,True,
FGN,F&G ANNUITIES & LIFE INC 7.95% SNR NTS 15/12/2053 USD25,NYSE,opend_us,True,
FGNX,FG Nexus,NASDAQ,opend_us,True,
FGNXP,FG NEXUS INC. 8.00% CUM PRE STK SERIES A,NASDAQ,opend_us,True,
FGSN,F&G ANNUITIES & LIFE INC 7.300% JR SUBORDINATED NOTES DUE 2065,NYSE,opend_us,True,
FHB,First Hawaiian,NASDAQ,opend_us,True,
FHI,Federated Hermes,NYSE,opend_us,True,
FHN,第一地平线国家银行,NYSE,opend_us,True,
FHTX,Foghorn Therapeutics,NASDAQ,opend_us,True,
FIBK,First Interstate BancSystem,NASDAQ,opend_us,True,
FICO,Fair Isaac,NYSE,opend_us,True,
FIEE,FIEE INC,NASDAQ,opend_us,True,
FIG,Figma Inc,NYSE,opend_us,True,
FIGR,Figure Technology Solutions,NASDAQ,opend_us,True,
FIGS,FIGS Inc,NYSE,opend_us,True,
FIGX,FIGX CAPITAL ACQUISITION CORP.,NASDAQ,opend_us,True,
FIGXU,FIGX CAPITAL ACQUISITION CORP. UNITS 1 CL A SHS &1/2 WT(17/06/2030),NASDAQ,opend_us,True,
FINV,信也科技,NYSE,opend_us,True,
FINW,FinWise,NASDAQ,opend_us,True,
FIP,FTAI Infrastructure,NASDAQ,opend_us,True,
FIS,繁德信息技术,NYSE,opend_us,True,
FISI,金融机构,NASDAQ,opend_us,True,
FISK,Empire State Realty OP-250,AMEX,opend_us,True,
FISN,Deep Fission,NASDAQ,opend_us,True,
FISV,费哲金融服务,NASDAQ,opend_us,True,
FITB,五三银行,NASDAQ,opend_us,True,
FITBI,FIFTH THIRD BANCORP DEP SHS REPR 1/1000TH OWNERSHIP INT PFD,NASDAQ,opend_us,True,
FITBM,FIFTH THIRD BANCORP DEP SHS NON CUMV PERP PREF SHS USD25,NASDAQ,opend_us,True,
FITBO,FIFTH THIRD BANCORP 4.95% DEP SHS 1/1000TH NON CUM PFD SR K,NASDAQ,opend_us,True,
FITBP,FIFTH THIRD BANCORP 6% DEP SHS REP 1/40TH NON CUM CL B SER A,NASDAQ,opend_us,True,
FIVE,Five Below,NASDAQ,opend_us,True,
FIVN,Five9,NASDAQ,opend_us,True,
FIX,美国舒适系统,NYSE,opend_us,True,
FIZZ,National Beverage,NASDAQ,opend_us,True,
FJET,Starfighters Space,AMEX,opend_us,True,
FKWL,Franklin Wireless,NASDAQ,opend_us,True,
FLAI,Flewber Global,AMEX,opend_us,True,
FLD,Fold Holdings,NASDAQ,opend_us,True,
FLEX,伟创力,NASDAQ,opend_us,True,
FLG,纽约社区银行,NYSE,opend_us,True,
FLGT,Fulgent Genetics,NASDAQ,opend_us,True,
FLL,Full House Resorts,NASDAQ,opend_us,True,
FLNA,Filana Therapeutics,NASDAQ,opend_us,True,
FLNC,Fluence Energy,NASDAQ,opend_us,True,
FLNG,Flex LNG,NYSE,opend_us,True,
FLNT,Fluent,NASDAQ,opend_us,True,
FLO,花苑食品,NYSE,opend_us,True,
FLOC,Flowco Holdings,NYSE,opend_us,True,
FLR,福陆,NYSE,opend_us,True,
FLS,福斯,NYSE,opend_us,True,
FLUT,Flutter Entertainment,NYSE,opend_us,True,
FLUX,Flux Power,NASDAQ,opend_us,True,
FLWS,1-800-Flowers.com,NASDAQ,opend_us,True,
FLX,闪送,NASDAQ,opend_us,True,
FLXE,FlexEnergy Green Solutions,NASDAQ,opend_us,True,
FLXS,Flexsteel Industries,NASDAQ,opend_us,True,
FLY,Firefly Aerospace,NASDAQ,opend_us,True,
FLYE,Fly-E,NASDAQ,opend_us,True,
FLYW,Flywire,NASDAQ,opend_us,True,
FLYX,flyExclusive,AMEX,opend_us,True,
FMAC,FUTURE MONEY ACQUISITION CORP,NASDAQ,opend_us,True,
FMACR,FUTURE MONEY ACQUISITION CORP ORD USD0.0001 (S/R 16/03/2031),NASDAQ,opend_us,True,
FMACU,FUTURE MONEY ACQUISITION CORP UNITS 1 ORD & 1 RT (16/03/2031),NASDAQ,opend_us,True,
FMAO,Farmers & Merchants,NASDAQ,opend_us,True,
FMBH,First Mid Bancshares,NASDAQ,opend_us,True,
